title,type,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
bessel00000,carrier,0.06031174807428914,1.709633712785281,0.0029704157745015307,-0.0031441516808430776,0.000741908231471102,3.166761398169273e-05,7.896512048564383e-05,0.000600132469662084
bessel00001,carrier,0.03650535811583299,1.605906070665944,0.0017434749601064417,0.003415948377037281,0.0012576479056309391,5.895625671662262e-05,0.00011346536275983558,0.0005711516993847674
bessel00002,sb_1,0.002106341768315833,1.645956194695801,0.0016956299487029562,0.0017393542750247936,0.00025428207521119544,0.00020126784476627831,0.00038386627499727816,0.00011237657973675034
bessel00002,carrier,0.03581887772477003,1.622989717717989,0.001873585359448865,0.0029372864348231665,0.001010480289487983,5.157380125451052e-05,0.00010192040102175659,0.0004958051105511801
bessel00003,carrier,0.03842492955100361,1.6438579041976011,0.002024039207439591,0.002245106617942517,0.0012286523562233518,6.263236028454228e-05,0.00012761193662045464,0.0006549146707211794
bessel00004,carrier,0.034273698065554845,1.6355933616509977,0.0018881066051864635,0.00287130022392667,0.0012554864240434322,6.743757266355652e-05,0.0001337163515062543,0.0006215323442831085
bessel00005,sb_1,0.005839240280166661,1.6066928624473136,0.0011160296317473172,0.0023821588596782475,0.0004194088460820347,7.983127585886638e-05,0.00013702511822460392,0.00012745521203491345
bessel00005,carrier,0.046376519048102784,1.5868285224243468,0.00280894612409115,-0.0018371354457880026,0.0009109020912581189,4.8617698864281684e-05,0.00011862334221436823,0.0007121951844716344
bessel00005,sb_1,0.0045081926752530655,1.567352043436303,0.0022053456845917752,0.0016209304138371738,0.0002843444843069342,0.00013230659734332585,0.0002827413914842606,0.00017088904307645706
bessel00006,sb_1,0.0050574511765626995,1.6156206795749741,0.0022063804765967143,0.001806290347230932,0.00023412931622397655,9.713376946273372e-05,0.0002078931353400422,0.00014106538521537
bessel00006,carrier,0.03746335266608057,1.594510902998435,0.0019264959899926572,0.0022157676810400074,0.0012888859312559326,6.432087872680074e-05,0.00012954880926899478,0.0006677714017041509
bessel00006,sb_1,0.004408592488798089,1.5725732571050346,0.00189000839965831,0.0019033748697530237,0.0003140468757831005,0.00013093450654102194,0.0002622039101529614,0.00015981824953089488
bessel00007,sb_1,0.0068765910784200895,1.6032888223482067,0.0019835901536342467,0.00185162060540766,0.00022773520930328425,6.35282342081212e-05,0.0001295987888459167,0.00012194063053556271
bessel00007,carrier,0.04269128687786412,1.5834828641402166,0.0026794624039031016,-0.0012274528548227915,0.0006239379823736686,3.521582702722347e-05,8.363524488729052e-05,0.0004653873051662614
bessel00007,sb_1,0.005476355409121718,1.563134932585929,0.0021041808748153866,0.0017643175808422652,0.00030372097293008876,0.0001119068496386844,0.00023435221281736606,0.00017367195059481784
bessel00009,sb_1,0.00851474678016935,1.579926197325668,0.0020674618573214083,0.0018880890591251244,0.0002985872610334388,6.970248345054939e-05,0.00014473027487675415,0.00016737352807821764
bessel00009,carrier,0.037009943289773105,1.5592685511600681,0.0024885873630492695,0.0001340815705252513,0.0010901747681079075,6.765378034249025e-05,0.00015405260154640073,0.0007511794871879852
bessel00009,sb_1,0.00641734344844858,1.539122031618555,0.0021344694347670873,0.0017974216270299542,0.0003344472649214606,0.00010640060186392076,0.0002244630277086051,0.00019462120109146392
bessel00010,sb_1,0.011561544898308317,1.523180813222514,0.002154091050582216,0.0017549677677286793,0.00039169086906311757,6.969553911075279e-05,0.00014724486454602658,0.00022939204571989567
bessel00010,carrier,0.029786278381664335,1.5022719927500525,0.0024589248142395234,0.0007570272611454868,0.0007884168605316345,6.027828169435864e-05,0.00013643994335712898,0.0005365942758461328
bessel00010,sb_1,0.008945576766047148,1.480938023004316,0.002192117455407823,0.0018130025003575054,0.00041342381297799504,9.643495029660992e-05,0.0002059538441615504,0.0002477794132458631
bessel00011,sb_1,0.01304164550467183,1.530099803988968,0.002607338481364941,0.0010488483362909203,0.0006641984661912465,0.00012143886856906399,0.00028064001755489615,0.0004714671654023424
bessel00011,carrier,0.02509994129191364,1.5081836203770496,0.0024837937603966794,0.0011373187205147208,0.0005353031154137734,4.918244573720522e-05,0.00011072284391416132,0.000360573200558683
bessel00011,sb_1,0.010406763075127045,1.4859585236642878,0.0026059646956075174,0.0011342191260557551,0.00030218615656373894,6.920422640491516e-05,0.00016003714018296054,0.00021464328317197479
bessel00012,sb_1,0.01573901601743017,1.5318616519310544,0.002434278170778283,0.0009904454369631408,0.0003270957202432809,4.7230902538690194e-05,0.0001052896845697749,0.00021569914034533122
bessel00012,carrier,0.022175065054503416,1.5106768457417943,0.0024719311271771457,0.0010148108985716464,0.000492186398941158,5.101487001499794e-05,0.00011452171815306605,0.000329624455867076
bessel00012,sb_1,0.011691410963757417,1.4892699272009977,0.0026191261239353384,0.0009245012851334313,0.0003875642069616348,7.927267934956218e-05,0.0001838120385628678,0.0002767044484519774
bessel00013,sb_1,0.016546860032277722,1.4078276623315555,0.0024057888192067574,0.0009077109780060941,0.00027856499220432166,3.7802227394484185e-05,8.416922137403218e-05,0.00018353520261417012
bessel00013,carrier,0.020548651370413965,1.3870236158956633,0.0025427781691026575,0.0008809646857002438,0.00045365375393754265,5.159746809636237e-05,0.00011760407353825497,0.0003149855772660708
bessel00013,sb_1,0.011850900809755456,1.3660479765624316,0.0024398514436846847,0.0011236985059608566,0.00034127824631246503,6.531946105366446e-05,0.00014671643133462313,0.00022877308694120493
bessel00014,sb_2,0.0024428278984464963,1.5153000399810388,0.002596250808384245,0.0008540089361719548,0.0001625353891790197,0.00015868340843824025,0.00036152210793127955,0.00011290227963948295
bessel00014,sb_1,0.01713627593504993,1.4933683129041364,0.0027365145783157185,0.0003546714069023758,0.00031263124648297754,4.495586488282755e-05,0.00010617374074225832,0.00023155627325582073
bessel00014,carrier,0.014521745668762602,1.4719281086057192,0.0025007770344647245,0.0008252642838942526,0.00041811774715911975,6.6822275271084e-05,0.0001504639532215561,0.00028193179142810645
bessel00014,sb_1,0.012972908985139189,1.4493800897086202,0.0026408826712849063,0.0006744727019246203,0.00029213710073922196,5.422387319760713e-05,0.0001260533408616831,0.00020952984011924307
bessel00014,sb_2,0.001956077222179357,1.4250670371621517,0.0017885929730818676,0.0008185322468245958,0.00018675967962578481,0.0001672427559363351,0.00032540590118466576,8.758778496121415e-05
bessel00015,sb_2,0.0018508693394627932,1.5504490636761257,0.002450796272688203,0.0009505272170733624,0.00015369041726926377,0.0001899545306792498,0.0004222094068262265,0.00010104978777694597
bessel00015,sb_1,0.018984702208329998,1.5280854655551455,0.0022800823172373823,0.0008320320266783498,0.0003473119806573162,3.9581426132170396e-05,8.50772756622814e-05,0.0002115629514954252
bessel00015,carrier,0.015220681664923286,1.5066160671758366,0.002194619426955834,0.0011211359851324497,0.00046894376686383376,6.461712015706334e-05,0.00013662178904718313,0.00027439155966744837
bessel00015,sb_1,0.013087738229004104,1.485365593131075,0.0023259445382536473,0.0007936132482687478,0.00032179329373446255,5.404234090206921e-05,0.00011727068900320118,0.00020034972009546292
bessel00015,sb_2,0.0019392815291872636,1.4631842194060283,0.0021779150962745264,0.0008700182135482702,0.0001711034840593351,0.00018387851206335453,0.0003873607788334362,9.925295803535362e-05
bessel00016,sb_2,0.002778257774484597,1.5386948147732538,0.002223654959991693,0.0010908314635021223,0.00015861586970288154,0.00012104317257043005,0.00025683103974648633,9.384978600214033e-05
bessel00016,sb_1,0.02094870004865344,1.5168738040492276,0.0025650043442396846,0.0002421003008040712,0.0002592537000079622,2.9257420880515716e-05,6.637092956097336e-05,0.00017830942007250264
bessel00016,carrier,0.010610688599242439,1.4950978233410945,0.0023061028450414335,0.0011962312443169413,0.00018412127524273416,3.787997730548959e-05,8.190361533705661e-05,0.00011366325522633524
bessel00016,sb_1,0.014055536738295358,1.473295655019965,0.0024124285481857263,0.0007850559858616567,0.00019419805638874247,3.122415006366234e-05,6.910209835284342e-05,0.00012614384817088758
bessel00016,sb_2,0.002475648199518421,1.450909574187263,0.0019672323703784273,0.0009110611150671116,0.00013930726890209522,0.00010743360693771919,0.0002167502726190768,7.23450459994297e-05
bessel00017,sb_2,0.0032762390978856686,1.542425539412861,0.0021969223131632605,0.0010430301567743991,0.0001906404128597105,0.0001221319285878755,0.0002584174750677715,0.000111750522683149
bessel00017,sb_1,0.020395915726433705,1.5209112337767077,0.0023386344931732787,0.0008393274017249077,0.0003383442964920349,3.660808705003442e-05,7.979466044234849e-05,0.00021250408342668933
bessel00017,carrier,0.009449917327064747,1.499527327519644,0.002267888939240561,0.0011449486303063965,0.000356918693963838,8.136157695795686e-05,0.0001743088581113261,0.00021597439898103884
bessel00017,sb_1,0.013988240582647951,1.4771578294479961,0.002471536453803438,0.0006597412947279929,0.0003378867187716672,5.5569602665470814e-05,0.00012450356375806685,0.0002253508072174082
bessel00017,sb_2,0.0023784154994099206,1.4537112344290637,0.002167829909536273,0.0008816651778571861,0.00018102935436330707,0.00015525779884147513,0.0003400221918679986,0.00011507340451514596
bessel00018,sb_2,0.004482219413072876,1.496180392420793,0.002213373466169143,0.0009813573486824757,0.00017769986305919794,8.375025719568266e-05,0.00017702451196808475,0.00010432366914787102
bessel00018,sb_1,0.021191824905186077,1.4743280665333647,0.002204466867177701,0.0008617272137932488,0.00031414957387220665,3.120729007892995e-05,6.611377545101623e-05,0.00018468298533647195
bessel00018,carrier,0.007514431778901703,1.4530151979501473,0.002459850533256473,0.0010860705867568694,0.00018035889087446075,5.503633217857572e-05,0.00012303883907920814,0.00011966439494095486
bessel00018,sb_1,0.01361538781156436,1.4293705378078412,0.0026391513126804095,0.0005280466359320182,0.00033734711941419527,5.964291197774164e-05,0.00013852430757587363,0.00024160894501367897
bessel00018,sb_2,0.0031372705054634313,1.4059814958478967,0.0021214597508792932,0.0008831939708769195,0.00018256244289150515,0.00011863724917580967,0.00024676147710047557,0.00010272097856624246
bessel00019,sb_2,0.00434397871785964,1.5491557035917212,0.001984474108711848,0.0011865741885260241,0.00015200703574881746,6.732946193750915e-05,0.00013620810590581292,7.957650265056359e-05
bessel00019,sb_1,0.021377788328463876,1.5280403660726414,0.0025179558290366545,0.0003117449636239413,0.000619277060069842,6.762564125880645e-05,0.0001515779304868023,0.0004161892226159755
bessel00019,carrier,0.00556753622572736,1.5067711551310772,0.0021983028563736825,0.0012620890067566463,0.00018404970064004336,6.944069793841206e-05,0.00014617558817586423,0.00010710197172172056
bessel00019,sb_1,0.014519867850198091,1.4843248396271058,0.002583796880507585,0.0004917617255234538,0.00034239303440365557,5.603281436807019e-05,0.00012764419988878204,0.00023738707450868807
bessel00019,sb_2,0.0033932950938823344,1.4611385946369795,0.002058279229001278,0.0009162230747190616,0.0001503590144059727,8.802423984956668e-05,0.0001807502441075123,8.187733364469422e-05
bessel00021,sb_2,0.0046233066452760815,1.5640999956165933,0.002155202626091793,0.001070706033074185,0.0001574274570864386,7.032987419333705e-05,0.00014755787117456146,9.041650742192347e-05
bessel00021,sb_1,0.022561820135490112,1.541871936307703,0.002628184264373698,0.00034612925496350596,0.0003126601225219173,3.324681943418005e-05,7.71344844205063e-05,0.00022342599220985065
bessel00021,carrier,0.004130098859923256,1.520603988182432,0.0016182811563108899,0.001345568837230536,0.00017736394674880703,6.849445851896928e-05,0.00012879976632270687,7.50509818841273e-05
bessel00021,sb_1,0.013828189772325998,1.4991474095595112,0.0030117243841062662,0.00012262251038977303,0.00026307340894982724,4.932914134026253e-05,0.00012318502911957388,0.00021420804974997854
bessel00021,sb_2,0.004306849323950501,1.4753252963968215,0.0021306608377598037,0.0008218822147627483,0.00016859687099687822,8.00828087960651e-05,0.00016674838396546599,9.527965972550114e-05
